,tweet,scores,tokens,length,absolutely_negative,very_negative,negative,neutral,positive,very_positive,perception
88,b'rt @agosborquez: que onda veo las historias y ya se levant\xc3\xb3 la cuarentena o que? porque no hay nadie que hoy no se haya juntado y la verdad\xe2\x80\xa6',"[ 0  0  0  0  0 -1  0  0  0  0  0 -1  0 -2  0  0 -1  0  0  0  0 -1  0  0
  0  0 -1  0]","[""b'rt"", '@agosborquez:', 'que', 'onda', 'veo', 'las', 'historias', 'y', 'ya', 'se', 'levant\\xc3\\xb3', 'la', 'cuarentena', 'o', 'que?', 'porque', 'no', 'hay', 'nadie', 'que', 'hoy', 'no', 'se', 'haya', 'juntado', 'y', 'la', ""verdad\\xe2\\x80\\xa6'""]",161.0,0.0,2.0,10.0,14.0,0.0,0.0,0.0
88,"b'rt @diego_luis_cord: un saludo a nuestro gobernador an\xc3\xadbal gaviria, se de su compromiso con el departamento y de su amor patrio. feliz dia\xe2\x80\xa6'",[ 0  0  0  0 -3  0  0  0  0  0 -2  0  0  0  2  0  0 -2  0  2  0  2  0],"[""b'rt"", '@diego_luis_cord:', 'un', 'saludo', 'a', 'nuestro', 'gobernador', 'an\\xc3\\xadbal', 'gaviria,', 'se', 'de', 'su', 'compromiso', 'con', 'el', 'departamento', 'y', 'de', 'su', 'amor', 'patrio.', 'feliz', ""dia\\xe2\\x80\\xa6'""]",160.0,2.0,4.0,0.0,14.0,0.0,6.0,0.0
89,b'qu\xc3\xa9 pasa con cable onda',[0 0 0 0 0],"[""b'qu\\xc3\\xa9"", 'pasa', 'con', 'cable', ""onda'""]",33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
89,"b'@elnegrochicho gran compa\xc3\xb1ero chicho, todo amor.'",[0 0 0 0 0 0],"[""b'@elnegrochicho"", 'gran', 'compa\\xc3\\xb1ero', 'chicho,', 'todo', ""amor.'""]",58.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
90,b'rt @pablofourtyfive: \xe2\x80\x9cprofe soy cable onda \xe2\x80\x9c\nla excusa de este a\xc3\xb1o para llegar tarde a las clases virtuales \xf0\x9f\xa7\xa0',[ 0  0  0  0  0  0  0  0 -2  0  0  0  0  0 -3 -1  0  0  0],"[""b'rt"", '@pablofourtyfive:', '\\xe2\\x80\\x9cprofe', 'soy', 'cable', 'onda', '\\xe2\\x80\\x9c\\nla', 'excusa', 'de', 'este', 'a\\xc3\\xb1o', 'para', 'llegar', 'tarde', 'a', 'las', 'clases', 'virtuales', ""\\xf0\\x9f\\xa7\\xa0'""]",157.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0
90,"b'rt @bxktoon: ""tetsu, esc\xc3\xbachame bien, el amor no existe. no te enamores jam\xc3\xa1s, no abras tu coraz\xc3\xb3n a nadie, no dejes que nadie vea dentro de\xe2\x80\xa6'","[ 0  0  0  0  0  2  2 -1  0 -1 -2  0  0 -1  0  0  0 -3  0 -1  0  0  0  0
  0  0]","[""b'rt"", '@bxktoon:', '""tetsu,', 'esc\\xc3\\xbachame', 'bien,', 'el', 'amor', 'no', 'existe.', 'no', 'te', 'enamores', 'jam\\xc3\\xa1s,', 'no', 'abras', 'tu', 'coraz\\xc3\\xb3n', 'a', 'nadie,', 'no', 'dejes', 'que', 'nadie', 'vea', 'dentro', ""de\\xe2\\x80\\xa6'""]",175.0,2.0,2.0,8.0,12.0,0.0,2.0,0.0
91,"b'@resistearchivo mu21c, en el sistema de cable de nqn siempre fue canal de relleno, onda, lo ponian cuando el canal\xe2\x80\xa6 https://t.co/2wn9vev11b'",[ 0  0  1  2  0 -2  0 -2  0  0  0  0 -2  0  0 -1  0  0  2  0  0],"[""b'@resistearchivo"", 'mu21c,', 'en', 'el', 'sistema', 'de', 'cable', 'de', 'nqn', 'siempre', 'fue', 'canal', 'de', 'relleno,', 'onda,', 'lo', 'ponian', 'cuando', 'el', 'canal\\xe2\\x80\\xa6', ""https://t.co/2wn9vev11b'""]",153.0,0.0,6.0,2.0,14.0,2.0,4.0,0.0
91,"b'un amor como el tuyo, gracias a ti mi bisabuela, por ese amor incondicional, nos har\xc3\xa1s falta.\n\n20-07-2020 \xf0\x9f\x98\xad\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\n\nsalm\xe2\x80\xa6 https://t.co/mbkrybxn51'",[ 0  2  0  2  0  0 -3 -1 -3  0  0  0  2  0  1  0  0  0  0],"[""b'un"", 'amor', 'como', 'el', 'tuyo,', 'gracias', 'a', 'ti', 'mi', 'bisabuela,', 'por', 'ese', 'amor', 'incondicional,', 'nos', 'har\\xc3\\xa1s', 'falta.\\n\\n20-07-2020', '\\xf0\\x9f\\x98\\xad\\xf0\\x9f\\x99\\x8c\\xf0\\x9f\\x8f\\xbc\\n\\nsalm\\xe2\\x80\\xa6', ""https://t.co/mbkrybxn51'""]",210.0,4.0,0.0,2.0,12.0,2.0,6.0,0.0
92,b'\xe2\x80\x9cprofe soy cable onda \xe2\x80\x9c\nla excusa de este a\xc3\xb1o para llegar tarde a las clases virtuales \xf0\x9f\xa7\xa0',[ 0  0  0  0  0  0 -2  0  0  0  0  0 -3 -1  0  0  0],"[""b'\\xe2\\x80\\x9cprofe"", 'soy', 'cable', 'onda', '\\xe2\\x80\\x9c\\nla', 'excusa', 'de', 'este', 'a\\xc3\\xb1o', 'para', 'llegar', 'tarde', 'a', 'las', 'clases', 'virtuales', ""\\xf0\\x9f\\xa7\\xa0'""]",136.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0
92,"b'rt @leewang74046350: #jiminpretty \nc\xc3\xb3mo es posible que ataquen de esa manera a jimin? osea... \xc2\xbfqu\xc3\xa9 hizo mal? dejenlo en paz, el no hizo nad\xe2\x80\xa6'",[ 0  0  0  0 -2  0  0  0 -2  0  0 -3  0  0  0  0  0  0  1  0  2 -1  0  0],"[""b'rt"", '@leewang74046350:', '#jiminpretty', '\\nc\\xc3\\xb3mo', 'es', 'posible', 'que', 'ataquen', 'de', 'esa', 'manera', 'a', 'jimin?', 'osea...', '\\xc2\\xbfqu\\xc3\\xa9', 'hizo', 'mal?', 'dejenlo', 'en', 'paz,', 'el', 'no', 'hizo', ""nad\\xe2\\x80\\xa6'""]",176.0,2.0,4.0,2.0,12.0,2.0,2.0,0.0
93,b'rt @reyhenningham: sres. @teamcableonda @cableondanews @aigesinnovacion @acodecopma @aseppanama \nacabo de llamar por celular a la central d\xe2\x80\xa6',[ 0  0  0  0  0  0  0  0  0 -2  0  0  0 -3 -1  0  0],"[""b'rt"", '@reyhenningham:', 'sres.', '@teamcableonda', '@cableondanews', '@aigesinnovacion', '@acodecopma', '@aseppanama', '\\nacabo', 'de', 'llamar', 'por', 'celular', 'a', 'la', 'central', ""d\\xe2\\x80\\xa6'""]",155.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0
93,"b'rt @luzma04042407: entend\xc3\xad que:\n\nla vida sigue, con o sin amigos, con o sin amor.\n\n\xf0\x9f\x92\x99\xf0\x9f\x92\x99 https://t.co/sfgpgyuuf1'",[ 0  0  0  0  0  0  0 -2  0  0  0 -2  0  0  0],"[""b'rt"", '@luzma04042407:', 'entend\\xc3\\xad', 'que:\\n\\nla', 'vida', 'sigue,', 'con', 'o', 'sin', 'amigos,', 'con', 'o', 'sin', 'amor.\\n\\n\\xf0\\x9f\\x92\\x99\\xf0\\x9f\\x92\\x99', ""https://t.co/sfgpgyuuf1'""]",153.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
94,b'\xf0\x9f\x98\xa4 a @teamcableonda porque nunca estoy cerca de la velocidad de internet que contrat\xc3\xa9? \n\ncable onda en panam\xc3\xa1: veloc\xe2\x80\xa6 https://t.co/dpwqth9vev',[ 0 -3  0  0  0  0  0 -2 -1  0 -2  0  0  0  0  0  1  0  0  0],"[""b'\\xf0\\x9f\\x98\\xa4"", 'a', '@teamcableonda', 'porque', 'nunca', 'estoy', 'cerca', 'de', 'la', 'velocidad', 'de', 'internet', 'que', 'contrat\\xc3\\xa9?', '\\n\\ncable', 'onda', 'en', 'panam\\xc3\\xa1:', 'veloc\\xe2\\x80\\xa6', ""https://t.co/dpwqth9vev'""]",185.0,2.0,4.0,2.0,10.0,2.0,0.0,0.0
94,"b'rt @ivanduque: hoy queremos enviarles un saludo fraterno a los h\xc3\xa9roes de colombia. ustedes, soldados y polic\xc3\xadas, han ayudado en estos momen\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0 -3 -1  0 -2  0  0  0  0  0  0  0  1  0  0],"[""b'rt"", '@ivanduque:', 'hoy', 'queremos', 'enviarles', 'un', 'saludo', 'fraterno', 'a', 'los', 'h\\xc3\\xa9roes', 'de', 'colombia.', 'ustedes,', 'soldados', 'y', 'polic\\xc3\\xadas,', 'han', 'ayudado', 'en', 'estos', ""momen\\xe2\\x80\\xa6'""]",168.0,2.0,2.0,2.0,8.0,2.0,0.0,0.0
95,b'rt @reyhenningham: sres. @teamcableonda @cableondanews @aigesinnovacion @acodecopma @aseppanama \nacabo de llamar por celular a la central d\xe2\x80\xa6',[ 0  0  0  0  0  0  0  0  0 -2  0  0  0 -3 -1  0  0],"[""b'rt"", '@reyhenningham:', 'sres.', '@teamcableonda', '@cableondanews', '@aigesinnovacion', '@acodecopma', '@aseppanama', '\\nacabo', 'de', 'llamar', 'por', 'celular', 'a', 'la', 'central', ""d\\xe2\\x80\\xa6'""]",155.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0
95,"b'los actos de amor no pasan, dejan en el coraz\xc3\xb3n una se\xc3\xb1al imborrable.'",[ 0  0 -2  2 -1  0  0  1  2  0  0  0  0],"[""b'los"", 'actos', 'de', 'amor', 'no', 'pasan,', 'dejan', 'en', 'el', 'coraz\\xc3\\xb3n', 'una', 'se\\xc3\\xb1al', ""imborrable.'""]",86.0,0.0,2.0,2.0,6.0,2.0,4.0,0.0
96,b'rt @ss_samc: antes peleaba con c&amp;w y ahora tengo que pelear con cable onda.',[0 0 2 0 0 0 0 0 0 0 0 0 0 0],"[""b'rt"", '@ss_samc:', 'antes', 'peleaba', 'con', 'c&amp;w', 'y', 'ahora', 'tengo', 'que', 'pelear', 'con', 'cable', ""onda.'""]",82.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
96,"b'rt @vivanicaragua79: #41julioenvictorias | hoy despert\xc3\xa9 agradecida con la vida, xq hoy en nicaragua hay paz, hay amor, hay tranquilidad y l\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0 -1  0  0  0  1  0  0  0  0  0  0  0  0  0],"[""b'rt"", '@vivanicaragua79:', '#41julioenvictorias', '|', 'hoy', 'despert\\xc3\\xa9', 'agradecida', 'con', 'la', 'vida,', 'xq', 'hoy', 'en', 'nicaragua', 'hay', 'paz,', 'hay', 'amor,', 'hay', 'tranquilidad', 'y', ""l\\xe2\\x80\\xa6'""]",161.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0
97,"b'@sweetgxlden28 onda el cable est\xc3\xa1 perfecto, pero no carga! todo es dolor y bronca t juro'",[ 0  0  2  0  0  0  0 -1  0  0 -2  0  0  0 -3  0],"[""b'@sweetgxlden28"", 'onda', 'el', 'cable', 'est\\xc3\\xa1', 'perfecto,', 'pero', 'no', 'carga!', 'todo', 'es', 'dolor', 'y', 'bronca', 't', ""juro'""]",98.0,2.0,2.0,2.0,10.0,0.0,2.0,0.0
97,"b'rt @ssolegario: saludos camarada,hermana y compatriota. tambi\xc3\xa9n para ud y los suyos, un saludo llenos de bendiciones,paz pero sobre todo mu\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0  0  0 -1  0  0  0  0 -2  0  0  0  0  0],"[""b'rt"", '@ssolegario:', 'saludos', 'camarada,hermana', 'y', 'compatriota.', 'tambi\\xc3\\xa9n', 'para', 'ud', 'y', 'los', 'suyos,', 'un', 'saludo', 'llenos', 'de', 'bendiciones,paz', 'pero', 'sobre', 'todo', ""mu\\xe2\\x80\\xa6'""]",161.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0
98,"b'@fabicai90 @cablefibertel @fibertel lo voy a probar, pero en mi caso creo que es un tema de se\xc3\xb1al, me chinga la luc\xe2\x80\xa6 https://t.co/txjflhfhjb'",[ 0  0  0 -1  0 -3  0  0  1 -3  0  0  0 -2  0  0 -2  0  2  0 -1  0  0],"[""b'@fabicai90"", '@cablefibertel', '@fibertel', 'lo', 'voy', 'a', 'probar,', 'pero', 'en', 'mi', 'caso', 'creo', 'que', 'es', 'un', 'tema', 'de', 'se\\xc3\\xb1al,', 'me', 'chinga', 'la', 'luc\\xe2\\x80\\xa6', ""https://t.co/txjflhfhjb'""]",161.0,4.0,4.0,4.0,16.0,2.0,2.0,0.0
98,b'rt @auronxsea: gustabo garc\xc3\x8da sos un terrible puto y tu sociopatia una terrible mierda no te acord\xc3\x81s cuando horacio te llenaba el alma de a\xe2\x80\xa6',"[ 0  0  0  0  2  0 -2  0  0  0  0  0 -2 -3 -1 -2  0  0  0 -2  0  2  0 -2
  0]","[""b'rt"", '@auronxsea:', 'gustabo', 'garc\\xc3\\x8da', 'sos', 'un', 'terrible', 'puto', 'y', 'tu', 'sociopatia', 'una', 'terrible', 'mierda', 'no', 'te', 'acord\\xc3\\x81s', 'cuando', 'horacio', 'te', 'llenaba', 'el', 'alma', 'de', ""a\\xe2\\x80\\xa6'""]",168.0,2.0,10.0,2.0,14.0,0.0,4.0,0.0
99,"b'rt @leftymiguell: mientras ustedes sufren por amor yo sufro por este internet tan malaso!!, t odio cable onda'",[ 0  0  0  0  0  0  2  0  0  0  0  0  0  0 -3 -2  0  0],"[""b'rt"", '@leftymiguell:', 'mientras', 'ustedes', 'sufren', 'por', 'amor', 'yo', 'sufro', 'por', 'este', 'internet', 'tan', 'malaso!!,', 't', 'odio', 'cable', ""onda'""]",112.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0
99,b'dia del amigo amor amor amor amor',[0 0 0 2 2 2 0],"[""b'dia"", 'del', 'amigo', 'amor', 'amor', 'amor', ""amor'""]",36.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
100,"b'rt @leftymiguell: mientras ustedes sufren por amor yo sufro por este internet tan malaso!!, t odio cable onda'",[ 0  0  0  0  0  0  2  0  0  0  0  0  0  0 -3 -2  0  0],"[""b'rt"", '@leftymiguell:', 'mientras', 'ustedes', 'sufren', 'por', 'amor', 'yo', 'sufro', 'por', 'este', 'internet', 'tan', 'malaso!!,', 't', 'odio', 'cable', ""onda'""]",112.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0
100,"b'rt @fuerzasmilcol: nuestra bandera, s\xc3\xadmbolo de amor y entrega por #colombia. por eso los soldados aviadores rendimos un homenaje a estos 21\xe2\x80\xa6'",[ 0  0  0  0  0 -2  2  0  0  0  0  0  0 -1  0  0  0  0  0 -3  0  0],"[""b'rt"", '@fuerzasmilcol:', 'nuestra', 'bandera,', 's\\xc3\\xadmbolo', 'de', 'amor', 'y', 'entrega', 'por', '#colombia.', 'por', 'eso', 'los', 'soldados', 'aviadores', 'rendimos', 'un', 'homenaje', 'a', 'estos', ""21\\xe2\\x80\\xa6'""]",161.0,2.0,2.0,2.0,8.0,0.0,2.0,0.0
101,"b'rt @leftymiguell: mientras ustedes sufren por amor yo sufro por este internet tan malaso!!, t odio cable onda'",[ 0  0  0  0  0  0  2  0  0  0  0  0  0  0 -3 -2  0  0],"[""b'rt"", '@leftymiguell:', 'mientras', 'ustedes', 'sufren', 'por', 'amor', 'yo', 'sufro', 'por', 'este', 'internet', 'tan', 'malaso!!,', 't', 'odio', 'cable', ""onda'""]",112.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0
101,"b'@alwaysxxlarrie no, amor, a campo delantero jajshaj'",[ 0  0  0 -3  0  0  0],"[""b'@alwaysxxlarrie"", 'no,', 'amor,', 'a', 'campo', 'delantero', ""jajshaj'""]",54.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
102,"b'rt @leftymiguell: mientras ustedes sufren por amor yo sufro por este internet tan malaso!!, t odio cable onda'",[ 0  0  0  0  0  0  2  0  0  0  0  0  0  0 -3 -2  0  0],"[""b'rt"", '@leftymiguell:', 'mientras', 'ustedes', 'sufren', 'por', 'amor', 'yo', 'sufro', 'por', 'este', 'internet', 'tan', 'malaso!!,', 't', 'odio', 'cable', ""onda'""]",112.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0
102,"b'rt @ivanduque: hoy exaltamos la dedicaci\xc3\xb3n de integrantes de la fuerza p\xc3\xbablica que, adem\xc3\xa1s de velar por la seguridad y la integridad de los\xe2\x80\xa6'",[ 0  0  0  0 -1  0 -2  0 -2 -1  0  0  0  0 -2  0  0 -1  0  0 -1  0 -2  0],"[""b'rt"", '@ivanduque:', 'hoy', 'exaltamos', 'la', 'dedicaci\\xc3\\xb3n', 'de', 'integrantes', 'de', 'la', 'fuerza', 'p\\xc3\\xbablica', 'que,', 'adem\\xc3\\xa1s', 'de', 'velar', 'por', 'la', 'seguridad', 'y', 'la', 'integridad', 'de', ""los\\xe2\\x80\\xa6'""]",175.0,0.0,8.0,8.0,16.0,0.0,0.0,0.0
103,"b'rt @leftymiguell: mientras ustedes sufren por amor yo sufro por este internet tan malaso!!, t odio cable onda'",[ 0  0  0  0  0  0  2  0  0  0  0  0  0  0 -3 -2  0  0],"[""b'rt"", '@leftymiguell:', 'mientras', 'ustedes', 'sufren', 'por', 'amor', 'yo', 'sufro', 'por', 'este', 'internet', 'tan', 'malaso!!,', 't', 'odio', 'cable', ""onda'""]",112.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0
103,"b'rt @edisu_cristi: padre: el amor, criatura.\ng: \xc2\xa1a quien le importa el amor, padre!\npadre: yo te amo, tu e amas?\ng: claro, padre.\npadre: pue\xe2\x80\xa6'",[ 0  0  0  2  0  0  0  0 -2  0  2  0  0  0 -2  0  0 -3  0  0  0  0],"[""b'rt"", '@edisu_cristi:', 'padre:', 'el', 'amor,', 'criatura.\\ng:', '\\xc2\\xa1a', 'quien', 'le', 'importa', 'el', 'amor,', 'padre!\\npadre:', 'yo', 'te', 'amo,', 'tu', 'e', 'amas?\\ng:', 'claro,', 'padre.\\npadre:', ""pue\\xe2\\x80\\xa6'""]",165.0,2.0,4.0,0.0,12.0,0.0,4.0,0.0
104,"b'rt @leftymiguell: mientras ustedes sufren por amor yo sufro por este internet tan malaso!!, t odio cable onda'",[ 0  0  0  0  0  0  2  0  0  0  0  0  0  0 -3 -2  0  0],"[""b'rt"", '@leftymiguell:', 'mientras', 'ustedes', 'sufren', 'por', 'amor', 'yo', 'sufro', 'por', 'este', 'internet', 'tan', 'malaso!!,', 't', 'odio', 'cable', ""onda'""]",112.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0
104,"b'bueno ahora con ustedes el temazo de las novelas:\ndame tu amor, tu coraz\xc3\x93n, enchapado en oro y en billete mi amor,\xe2\x80\xa6 https://t.co/yxtqem8mr5'",[ 0  0  0  0  2  0 -2 -1  0  0  0  0  0  0  1  0  0  1  0 -3  0  0],"[""b'bueno"", 'ahora', 'con', 'ustedes', 'el', 'temazo', 'de', 'las', 'novelas:\\ndame', 'tu', 'amor,', 'tu', 'coraz\\xc3\\x93n,', 'enchapado', 'en', 'oro', 'y', 'en', 'billete', 'mi', 'amor,\\xe2\\x80\\xa6', ""https://t.co/yxtqem8mr5'""]",161.0,2.0,2.0,2.0,12.0,4.0,2.0,0.0
105,"b'mientras ustedes sufren por amor yo sufro por este internet tan malaso!!, t odio cable onda'",[ 0  0  0  0  2  0  0  0  0  0  0  0 -3 -2  0  0],"[""b'mientras"", 'ustedes', 'sufren', 'por', 'amor', 'yo', 'sufro', 'por', 'este', 'internet', 'tan', 'malaso!!,', 't', 'odio', 'cable', ""onda'""]",94.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0
105,"b""drake's ig up | 20 | 07 | 2020 |\n\n@drake_laedeke comparti\xc3\xb3 el v\xc3\xaddeo de sus amigas haciendo un c\xc3\xb3ver de ed sheeran,\xe2\x80\xa6 https://t.co/0ubk3qibg7""",[ 0  0 -1  0  0  0  0  0  0  0  0  2  0 -2  0  0  0  0  0 -2  0  0  0],"['b""drake\'s', 'ig', 'up', '|', '20', '|', '07', '|', '2020', '|\\n\\n@drake_laedeke', 'comparti\\xc3\\xb3', 'el', 'v\\xc3\\xaddeo', 'de', 'sus', 'amigas', 'haciendo', 'un', 'c\\xc3\\xb3ver', 'de', 'ed', 'sheeran,\\xe2\\x80\\xa6', 'https://t.co/0ubk3qibg7""']",176.0,0.0,4.0,2.0,10.0,0.0,2.0,0.0
106,b'rt @georgettelara28: aveces solo necesitas decir \xe2\x80\x9ccable onda de la verga\xe2\x80\x9d y seguir con tu d\xc3\xada',[ 0  0  0  0  0  0  0  0 -2 -1  0  0  0  0  0  0],"[""b'rt"", '@georgettelara28:', 'aveces', 'solo', 'necesitas', 'decir', '\\xe2\\x80\\x9ccable', 'onda', 'de', 'la', 'verga\\xe2\\x80\\x9d', 'y', 'seguir', 'con', 'tu', ""d\\xc3\\xada'""]",125.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0
106,"b'rt @kaarlaacarrill: el amor que das regresa a ti, en otro tiempo, en otra persona, o en otras circunstancias, pero siempre regresa.'",[ 0  0  2  2  0  1  0 -3  0  1  0  0  1  0  0 -2  1  0  0  0  0  0],"[""b'rt"", '@kaarlaacarrill:', 'el', 'amor', 'que', 'das', 'regresa', 'a', 'ti,', 'en', 'otro', 'tiempo,', 'en', 'otra', 'persona,', 'o', 'en', 'otras', 'circunstancias,', 'pero', 'siempre', ""regresa.'""]",134.0,2.0,2.0,0.0,14.0,8.0,2.0,0.0
107,b'antes peleaba con c&amp;w y ahora tengo que pelear con cable onda.',[0 0 0 0 0 0 0 0 0 0 0 0],"[""b'antes"", 'peleaba', 'con', 'c&amp;w', 'y', 'ahora', 'tengo', 'que', 'pelear', 'con', 'cable', ""onda.'""]",69.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
107,"b'rt @laauuuv: el mv de @bts_twt ""mic drop"" ha sobrepasado los 700m de views.\nvamos armys a seguir d\xc3\xa1ndole amor a esta joyita!\xf0\x9f\xa5\xba\xf0\x9f\x92\x9c\n #mdr700m\nht\xe2\x80\xa6'",[ 0  0  2  0 -2  0  0  0 -3  0 -1  0 -2  0  0 -3  0  0  2 -3 -2  0  0],"[""b'rt"", '@laauuuv:', 'el', 'mv', 'de', '@bts_twt', '""mic', 'drop""', 'ha', 'sobrepasado', 'los', '700m', 'de', 'views.\\nvamos', 'armys', 'a', 'seguir', 'd\\xc3\\xa1ndole', 'amor', 'a', 'esta', 'joyita!\\xf0\\x9f\\xa5\\xba\\xf0\\x9f\\x92\\x9c\\n', ""#mdr700m\\nht\\xe2\\x80\\xa6'""]",194.0,6.0,6.0,2.0,16.0,0.0,4.0,0.0
108,b'aveces solo necesitas decir \xe2\x80\x9ccable onda de la verga\xe2\x80\x9d y seguir con tu d\xc3\xada',[ 0  0  0  0  0  0 -2 -1  0  0  0  0  0  0],"[""b'aveces"", 'solo', 'necesitas', 'decir', '\\xe2\\x80\\x9ccable', 'onda', 'de', 'la', 'verga\\xe2\\x80\\x9d', 'y', 'seguir', 'con', 'tu', ""d\\xc3\\xada'""]",104.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0
108,"b'si las miradas mataran, la tuya me hizo el amor'",[ 0 -1  0  0 -1  0  2  0  2  0],"[""b'si"", 'las', 'miradas', 'mataran,', 'la', 'tuya', 'me', 'hizo', 'el', ""amor'""]",50.0,0.0,0.0,4.0,10.0,0.0,4.0,0.0
109,b'@esomismo97 de verdad que cada d\xc3\xada espero menos de cable onda y a\xc3\xban asi me siguen decepcionando',[ 0 -2  0  0  2  0  0  0 -2  0  0  0  0  0  2  0  0],"[""b'@esomismo97"", 'de', 'verdad', 'que', 'cada', 'd\\xc3\\xada', 'espero', 'menos', 'de', 'cable', 'onda', 'y', 'a\\xc3\\xban', 'asi', 'me', 'siguen', ""decepcionando'""]",112.0,0.0,4.0,0.0,10.0,0.0,4.0,0.0
109,"b'rt @hijadlaluna_: camino ser\xc3\xa1 feliz, por fin, con el amor de su vida.\nfelicitar a @acacias38_tve por hacer un final feliz y no uno tr\xc3\xa1gico\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0  2  2 -2  0  0 -3  0  0  0  0  0  2  0 -1  0  0],"[""b'rt"", '@hijadlaluna_:', 'camino', 'ser\\xc3\\xa1', 'feliz,', 'por', 'fin,', 'con', 'el', 'amor', 'de', 'su', 'vida.\\nfelicitar', 'a', '@acacias38_tve', 'por', 'hacer', 'un', 'final', 'feliz', 'y', 'no', 'uno', ""tr\\xc3\\xa1gico\\xe2\\x80\\xa6'""]",168.0,2.0,2.0,2.0,10.0,0.0,4.0,0.0
110,"b'ma\xc3\xb1ana que entran a la escuela, cable onda es capaz de irse.\xf0\x9f\x98\x82'",[ 0  0  0 -3 -1  0  0  0 -2  0 -2  0],"[""b'ma\\xc3\\xb1ana"", 'que', 'entran', 'a', 'la', 'escuela,', 'cable', 'onda', 'es', 'capaz', 'de', ""irse.\\xf0\\x9f\\x98\\x82'""]",86.0,2.0,4.0,2.0,8.0,0.0,0.0,0.0
110,"b'rt @benjamingriss: una ola lo trajo\ny una ola se lo llev\xc3\xb3.\n\nella entendi\xc3\xb3 que, si bien no era el amor de su vida, \xc3\xa9l era esa paz que existe\xe2\x80\xa6'","[ 0  0  0  0 -1  0  0  0  0 -1  0  0  0 -2  1 -1  0  2  2 -2  0  0  0  0
  0  0  0  0]","[""b'rt"", '@benjamingriss:', 'una', 'ola', 'lo', 'trajo\\ny', 'una', 'ola', 'se', 'lo', 'llev\\xc3\\xb3.\\n\\nella', 'entendi\\xc3\\xb3', 'que,', 'si', 'bien', 'no', 'era', 'el', 'amor', 'de', 'su', 'vida,', '\\xc3\\xa9l', 'era', 'esa', 'paz', 'que', ""existe\\xe2\\x80\\xa6'""]",178.0,0.0,4.0,6.0,10.0,2.0,2.0,0.0
111,b'ey entonces la contrase\xc3\xb1a del wifi de cable onda no se puede cambiar?',[ 0  0 -1  0  0  0 -2  0  0 -1  0  0  0],"[""b'ey"", 'entonces', 'la', 'contrase\\xc3\\xb1a', 'del', 'wifi', 'de', 'cable', 'onda', 'no', 'se', 'puede', ""cambiar?'""]",79.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0
111,b'aqui estoy mi amor https://t.co/vb4e0tbp0a',[ 0  0 -3  2  0],"[""b'aqui"", 'estoy', 'mi', 'amor', ""https://t.co/vb4e0tbp0a'""]",45.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0
112,b'que onda con el final de las chicas del cable???????? \xf0\x9f\x98\xaa\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa \n#laschicasdelcablefinal',[ 0  0  0  2  0 -2 -1  0  0  0  0  0],"[""b'que"", 'onda', 'con', 'el', 'final', 'de', 'las', 'chicas', 'del', 'cable????????', '\\xf0\\x9f\\x98\\xaa\\xf0\\x9f\\x98\\xaa\\xf0\\x9f\\x98\\xaa', ""\\n#laschicasdelcablefinal'""]",131.0,0.0,2.0,2.0,6.0,0.0,2.0,0.0
112,"b'210 a\xc3\xb1os de independencia, elevemos la bandera como s\xc3\xadmbolo de amor y patria.\n\n#fuerzaysolidaridad #20dejulio https://t.co/u5fcf4hmhz'",[ 0  0 -2  0  0 -1  0  0  0 -2  2  0  0  0  0],"[""b'210"", 'a\\xc3\\xb1os', 'de', 'independencia,', 'elevemos', 'la', 'bandera', 'como', 's\\xc3\\xadmbolo', 'de', 'amor', 'y', 'patria.\\n\\n#fuerzaysolidaridad', '#20dejulio', ""https://t.co/u5fcf4hmhz'""]",152.0,0.0,4.0,2.0,8.0,0.0,2.0,0.0
